Sample Preview - Chinese-English Product Reviews,,,,
id,category,zh_review,en_review,sentiment
id_808,headphone,拍照速度快，按下就拍下来了，很爽。,Snaps pictures instantly—really satisfying shutter.,positive
id_809,headphone,边框窄，看视频视觉冲击力强。,Narrow bezels make video viewing more immersive.,positive
id_810,tablet,没有耳压感，长时间听也不会难受。,No pressure build-up—comfortable even for long listening.,positive
id_811,smartphone,系统字体偏细，看久了有点吃力。,Font is a bit too thin—strains the eyes after a while.,neutral
id_812,tablet,散热一般，看剧一小时后背面有点热。,Gets warm after an hour of streaming—cooling could be better.,neutral
id_813,tablet,蓝牙断连过一次，重启后就好了。,Bluetooth dropped once—reconnected after a restart.,neutral
id_814,headphone,指纹识别速度很快，基本一触即开。,Fingerprint unlock is lightning fast—works instantly.,positive
id_815,tablet,接口设计合理，插线充电时也能用支架。,Port placement is smart—can charge and use the stand at once.,positive
id_816,headphone,音效适合流行音乐，低音很有劲。,Great for pop music—bass has solid punch.,positive
id_817,tablet,拍照按钮偏小，单手操作不太方便。,Shutter button is too small—hard to use one-handed.,neutral
id_818,tablet,电量很顶，看视频五小时才掉了一半。,Battery is solid—only dropped 50% after five hours of video.,positive
id_819,headphone,耳机盒磁力强，吸上去很有安全感。,Case magnets are strong—feels really secure.,positive
id_820,tablet,屏幕支持高刷，滑动特别顺。,High refresh screen makes scrolling buttery smooth.,positive
id_821,smartphone,外观漂亮，适合送人当礼物。,Looks stylish—makes a great gift.,positive
id_822,headphone,麦克风一般，对方说我声音闷闷的。,Mic isn’t great—people say I sound muffled.,negative
id_823,smartphone,摄像头凸起太高，放桌子上晃动明显。,Camera bump is huge—wobbles on flat surfaces.,negative
id_824,tablet,兼容性不错，各种App都能顺利跑。,Good compatibility—runs all my apps without issue.,positive
id_825,headphone,降噪效果不是特别明显，对地铁噪音无能为力。,ANC is weak—barely blocks subway noise.,negative
id_826,smartphone,快充速度快，早上充十几分钟就够出门了。,Fast charging is a lifesaver—10 minutes and I’m out the door.,positive
id_827,smartphone,打游戏也不怎么发热，散热表现不错。,Stays cool during gaming—great thermal control.,positive
id_828,tablet,App功能齐全，但UI设计有点老。,App is feature-rich but the UI feels outdated.,neutral
id_829,tablet,没有广角镜头，拍风景不太方便。,No wide-angle lens—not great for landscapes.,negative
id_830,smartphone,扬声器位置巧妙，不容易被手挡住。,Speakers are placed smartly—hands don’t block them.,positive
id_831,smartphone,耳塞太硬，戴着不舒服。,Ear tips are too stiff—uncomfortable to wear.,negative
id_832,headphone,系统界面简洁，适合不爱折腾的人。,Simple UI—great for people who want a clean layout.,positive
id_833,smartphone,没有HDMI输出，只能无线投屏。,No HDMI out—only supports wireless casting.,negative
id_834,smartphone,耳机外形低调，不喜欢炫酷灯光的首选。,Subtle design—perfect if you’re not into flashy lights.,positive
id_835,smartphone,系统偶尔闪退，特别是在玩游戏时。,System crashes occasionally—especially during games.,negative
id_836,headphone,默认壁纸好看，但换起来不太顺手。,Default wallpapers are nice—changing them takes too many steps.,neutral
id_837,headphone,耳机大小适中，戴起来贴合度高。,Fits just right—great seal and comfort.,positive
id_838,tablet,没有呼叫录音功能，有点遗憾。,No call recording option—kind of a letdown.,negative
id_839,tablet,电量显示精确，剩多少一目了然。,Battery indicator is very accurate—no guessing.,positive
id_840,tablet,语音提示声音太大了，吓我一跳。,Voice prompt is way too loud—startled me the first time.,negative
id_841,smartphone,前摄美颜太夸张了，人脸失真严重。,Beauty mode is overdone—face looks distorted.,negative
id_842,smartphone,背壳容易沾指纹，但配壳能解决。,"Back gets fingerprint-y, but a case solves it.",neutral
id_843,headphone,音质非常饱满，看电影特别爽。,Full-bodied sound—movies feel super immersive.,positive
id_844,tablet,系统动画精致，视觉观感很好。,System animations are polished—feels visually premium.,positive
id_845,smartphone,边框宽了点，不过方便握持。,"Bezels are thick, but that helps with grip.",neutral
id_846,smartphone,耳机连上电脑后没有声音，要重插一次。,No sound when paired to PC—had to replug.,negative
id_847,headphone,操作系统体验好，逻辑清晰。,OS feels intuitive and logically laid out.,positive
id_848,smartphone,屏幕刷新率高，拖动画面非常流畅。,High refresh rate—dragging windows is super smooth.,positive
id_849,headphone,耳机支持aptX，延迟真的低。,aptX support means really low latency.,positive
id_850,headphone,开箱体验很好，包装讲究。,Unboxing was great—packaging feels premium.,positive
id_851,headphone,耳机按键偏硬，操作时要使点劲。,Buttons are a bit stiff—you have to press firmly.,neutral
id_852,tablet,信号在地下车库也不错，不容易断。,Signal holds up even in underground garages.,positive
id_853,tablet,边框虽宽，但打字时不容易误触。,"Bezels are wide, but it helps avoid accidental touches while typing.",neutral
id_854,headphone,耳机套稍微偏厚，戴上会有点闷热。,Tips are a bit thick—makes ears feel warm.,neutral
id_855,tablet,手机外壳做工不错，握持感很好。,The build quality is solid—feels great in hand.,positive
id_856,headphone,分屏多任务处理很流畅，办公效率高。,Split-screen multitasking is smooth—great for productivity.,positive
id_857,headphone,蓝牙版本不高，连接稍慢一点。,Bluetooth version is outdated—takes a bit longer to connect.,neutral
id_858,tablet,照相清晰度高，细节都能拍清。,Photos are sharp—captures fine details really well.,positive
id_859,headphone,屏幕反光严重，不适合强光下使用。,Too reflective—not great for bright environments.,negative
id_860,tablet,充电口不是Type-C，有点不方便。,No Type-C charging—kind of inconvenient these days.,negative
id_861,tablet,系统动画很流畅，看着很舒服。,System animations are smooth—pleasing to the eye.,positive
id_862,headphone,设备略重，单手持久握着有点吃力。,A bit heavy—hard to hold in one hand for long.,neutral
id_863,smartphone,耳机连接电脑后音质下降明显。,Sound quality drops when connected to a PC.,negative
id_864,tablet,充电时有点发热，但能接受。,Gets slightly warm when charging—not too bad though.,neutral
id_865,headphone,键盘配件体验很好，打字回弹感强。,Keyboard feels great—nice key travel and bounce.,positive
id_866,tablet,耳机提示音可以换语言，贴心。,Voice prompts can be set to different languages—nice touch.,positive
id_867,headphone,主摄很强，夜拍也清晰。,Main camera is impressive—night shots come out clear too.,positive
id_868,smartphone,支持磁吸手写笔，收纳方便。,Supports magnetic stylus—easy to store.,positive
id_869,smartphone,蓝牙信号不稳，走远点就卡顿了。,Bluetooth cuts out easily when I move away.,negative
id_870,smartphone,扬声器外放声音大，看视频不需要耳机。,Speakers are loud—don’t need earbuds for watching videos.,positive
id_871,smartphone,包装很环保，没有多余塑料。,Packaging is eco-friendly—no unnecessary plastic.,positive
id_872,tablet,耳机充电仓电量很耐用，一周只充两次。,Case holds charge really well—only needs charging twice a week.,positive
id_873,smartphone,屏幕分辨率不够高，看文字有点糊。,Resolution isn’t sharp—text looks slightly blurry.,negative
id_874,tablet,续航能力强，一整天基本不用充。,Lasts all day—no need to recharge until night.,positive
id_875,headphone,没有主动降噪，对环境声音无感。,No active noise cancellation—lets in all ambient sounds.,negative
id_876,headphone,UI风格好看但不太好找设置。,UI looks nice but settings are hard to find.,neutral
id_877,tablet,播放4K视频不卡，清晰度高。,Plays 4K videos smoothly—super sharp visuals.,positive
id_878,tablet,耳机触控灵敏，操作很方便。,Touch controls are responsive—super convenient.,positive
id_879,tablet,后盖玻璃容易摔碎，建议上保护壳。,Back glass breaks easily—definitely use a case.,negative
id_880,headphone,开会做笔记很方便，自带笔就能用。,Great for meeting notes—built-in pen support is handy.,positive
id_881,tablet,蓝牙连接稳定，断连几率低。,Stable Bluetooth—rarely disconnects.,positive
id_882,headphone,系统操作手势流畅，学习成本低。,Gesture navigation is smooth and easy to learn.,positive
id_883,smartphone,页面加载速度快，上网冲浪流畅。,Pages load quickly—great for web browsing.,positive
id_884,smartphone,耳塞材质柔软，戴着不磨耳朵。,Tips are soft—comfortable and don’t chafe.,positive
id_885,smartphone,拍照快门有延迟，容易错过瞬间。,Shutter lag is noticeable—easy to miss the moment.,negative
id_886,headphone,边角圆润，不容易磕手。,Rounded corners make it safer and more comfortable to hold.,positive
id_887,headphone,充电仓灯光提示太亮，晚上有点刺眼。,Charging indicator is too bright—annoying in the dark.,neutral
id_888,smartphone,夜间模式效果好，看屏幕不刺眼。,Night mode works great—easy on the eyes in the dark.,positive
id_889,tablet,系统偶尔卡顿，重启后就好了。,"Occasional lag, but a restart fixes it.",neutral
id_890,headphone,耳机连接范围远，家里走来走去都不卡。,Good range—can walk around the house without drops.,positive
id_891,headphone,息屏手势方便，抬手亮屏很顺手。,Lift-to-wake works great—super handy.,positive
id_892,tablet,没有人脸识别，只有密码解锁。,No face unlock—only password option available.,negative
id_893,headphone,耳机触控有延迟，要等半秒。,Touch controls lag about half a second.,neutral
id_894,smartphone,信号强度一般，楼层高了容易断。,Signal gets weak on higher floors—could be better.,neutral
id_895,tablet,自带支架设计实用，不用额外买。,Built-in stand is practical—no need to buy one.,positive
id_896,smartphone,续航一般，听4小时左右就要充电。,Battery lasts about 4 hours—nothing special.,neutral
id_897,smartphone,系统支持息屏显示，通知很方便。,Always-on display is super useful for notifications.,positive
id_898,headphone,开箱配件很少，只有充电器和线。,Minimal accessories in the box—just a charger and cable.,neutral
id_899,smartphone,麦克风清晰，开会时对方听得清楚。,Mic is clear—great for meetings.,positive
id_900,headphone,UI不卡顿，日常使用很顺畅。,UI runs smoothly—no lag in everyday use.,positive
id_901,headphone,耳机充电仓体积小巧，外出携带很方便。,The case is compact—super easy to carry around.,positive
id_902,smartphone,屏幕边缘触控反应略慢，偶尔点不到。,Edge touch response is a bit sluggish—misses taps sometimes.,neutral
id_903,headphone,背壳金属材质手感很好，就是有点滑。,"Metal back feels great, but it’s a bit slippery.",neutral
id_904,tablet,充电仓外壳质感不错，摸起来很顺滑。,Case has a nice finish—feels smooth in hand.,positive
id_905,headphone,来电铃声音量偏小，容易听不到。,Ringtone volume is low—easy to miss calls.,negative
id_906,tablet,屏幕分辨率高，阅读体验很棒。,High-res display—great for reading.,positive
id_907,headphone,没有磁吸功能，耳机放回盒子不太顺。,No magnetic guide—takes effort to fit earbuds back in.,negative
id_908,tablet,充电接口居中，边充边玩手感好。,Centered charging port—easy to hold while charging.,positive
id_909,smartphone,边框有点厚，看电影沉浸感差了点。,Thick bezels kill some immersion during movies.,negative
id_910,headphone,耳塞紧实，佩戴跑步也不会掉。,Snug fit—stays in place even when running.,positive
id_911,smartphone,UI逻辑清晰，老人用也没障碍。,Clear UI logic—my parents had no trouble using it.,positive
id_912,smartphone,没有预装多余App，系统很干净。,No bloatware—system is clean and minimal.,positive
id_913,headphone,耳机盒容易沾指纹，需要经常擦。,Case picks up fingerprints easily—needs constant cleaning.,neutral
id_914,smartphone,语音输入识别率高，说什么都能识别出来。,Voice input is accurate—understands nearly everything I say.,positive
id_915,headphone,系统界面美观，操作流程顺畅。,UI looks great—smooth and easy to navigate.,positive
id_916,smartphone,麦克风拾音距离近，说远了对方就听不清了。,Mic has short pickup range—hard to hear me if I’m not close.,negative
id_917,headphone,支持双卡双待，对出差党很友好。,Dual SIM support is super handy for travel.,positive
id_918,headphone,系统响应有点慢，点击后要等一下。,System lags a little—slight delay after tapping.,neutral
id_919,tablet,App界面不够友好，设置项太分散。,App UI isn’t user-friendly—settings are all over the place.,negative
id_920,tablet,机身很薄，握起来非常舒服。,Super slim—feels great in hand.,positive
id_921,headphone,配套保护壳设计合理，角度调节很方便。,Smart cover is well-designed—easy to adjust viewing angles.,positive
id_922,tablet,耳机戴上没有压迫感，很轻松。,No pressure on the ears—feels light and easy.,positive
id_923,headphone,后壳容易滑手，建议搭配防滑壳使用。,Slippery back—use a grippy case for sure.,neutral
id_924,headphone,扬声器音量够大，开会不用外接音箱。,Speakers are loud enough—no need for external audio in meetings.,positive
id_925,smartphone,耳机灯光太亮，晚上用有点扎眼。,LED lights are too bright—distracting at night.,negative
id_926,headphone,支持eSIM功能，出国不用换卡太方便了。,eSIM support is awesome—no need to swap SIMs when abroad.,positive
id_927,smartphone,支持外接硬盘，拷贝文件特别快。,Works great with external drives—file transfers are fast.,positive
id_928,headphone,没有低电量语音提示，突然没电很尴尬。,No voice warning for low battery—just dies out of nowhere.,negative
id_929,headphone,边框很薄，视觉冲击感强。,Super slim bezels—looks really immersive.,positive
id_930,tablet,默认输入法不好用，建议换成第三方。,Default keyboard is clunky—switch to a third-party one.,neutral
id_931,smartphone,蓝牙稳定性一般，走远点会断。,Bluetooth isn’t stable—drops when I move away.,negative
id_932,tablet,夜拍细节保留不错，不发糊。,Night shots hold detail well—not blurry at all.,positive
id_933,smartphone,触控笔笔尖有点滑，写字不太跟手。,Stylus tip is slippery—writing doesn’t feel natural.,neutral
id_934,headphone,通话时对方说听得到背景电视声。,People on the call can hear my TV in the background.,negative
id_935,headphone,震动反馈非常到位，敲字很有感觉。,Vibration feedback is spot on—feels great while typing.,positive
id_936,tablet,没有4G版本，出门只能靠热点。,No 4G version—have to use a hotspot outside.,negative
id_937,headphone,耳机音质饱满，人声很清晰。,Full sound—vocals come through clearly.,positive
id_938,tablet,后盖指纹易留印，建议搭配壳使用。,Fingerprint magnet—definitely use a case.,neutral
id_939,smartphone,屏幕比例适合写作和阅读，办公利器。,Great aspect ratio for reading and writing—ideal for work.,positive
id_940,headphone,耳塞太紧，戴久了耳朵有点痛。,Tips fit too tightly—hurts after a while.,negative
id_941,headphone,息屏显示很方便，抬手就能看时间。,Always-on display is super handy—just lift to check the time.,positive
id_942,smartphone,系统稳定，几乎没遇到闪退。,Very stable system—no crashes so far.,positive
id_943,smartphone,耳机没有配收纳袋，出差不太方便带。,No case included—not convenient for travel.,negative
id_944,headphone,打字手感好，振动刚刚好。,Typing feels great—vibration is just right.,positive
id_945,tablet,没有自动亮度功能，得手动调节。,No auto-brightness—you have to adjust it manually.,negative
id_946,headphone,音质中规中矩，适合日常听听歌。,Sound quality is average—fine for casual listening.,neutral
id_947,smartphone,边框圆润，单手操作很舒服。,Rounded edges—comfortable for one-handed use.,positive
id_948,headphone,屏幕色彩自然，看图片不偏色。,Colors are natural—images look accurate.,positive
id_949,headphone,耳机提示音太频繁，有点打扰。,Voice prompts come too often—kinda annoying.,neutral
id_950,smartphone,后摄夜景优化不错，灯光不爆。,Rear camera handles night scenes well—lights aren’t blown out.,positive
id_951,tablet,耳机戴久了不会累耳，舒适度不错。,Comfortable even after long use—no ear fatigue.,positive
id_952,headphone,充电线偏短，边用边充比较别扭。,Charging cable is short—awkward to use while charging.,neutral
id_953,headphone,屏幕清晰，电子书阅读体验佳。,Sharp screen—great for reading ebooks.,positive
id_954,tablet,触控反应有延迟，暂停经常要点两次。,Touch controls lag—often need two taps to pause.,neutral
id_955,smartphone,前置摄像头像素一般，拍照偏糊。,Front camera is just okay—selfies are a bit blurry.,negative
id_956,smartphone,系统动画丝滑，体验和手机差不多。,System animations are buttery smooth—feels just like a phone.,positive
id_957,tablet,耳机收纳仓自带磁吸，放回去很顺手。,Magnetic case makes storing the earbuds effortless.,positive
id_958,headphone,拍照颜色调教自然，不会过度美化。,Photos look natural—no excessive beauty filters.,positive
id_959,headphone,不支持指纹解锁，略显不便。,No fingerprint unlock—kind of inconvenient.,negative
id_960,smartphone,音量调节跨度太大，调一点变化太明显。,Volume steps are too wide—hard to fine-tune.,neutral
id_961,tablet,系统自带功能够多，不用下第三方App。,Built-in features are rich—no need for extra apps.,positive
id_962,smartphone,音效还原真实，看电影很有沉浸感。,Sound feels real—makes movie watching immersive.,positive
id_963,smartphone,蓝牙连接成功率高，换设备也很快。,Bluetooth pairs reliably—even switching devices is fast.,positive
id_964,headphone,系统偶尔掉帧，希望后续优化。,Occasional frame drops—needs a future update.,neutral
id_965,tablet,屏幕比例适合做笔记，写字手感棒。,Perfect screen ratio for note-taking—feels great to write on.,positive
id_966,tablet,耳机提示音语言不能换，英文听不懂。,No option to change voice prompt language—not ideal if you don’t speak English.,negative
id_967,smartphone,打游戏发热控制不错，手感不烫。,Stays cool during gaming—doesn’t burn your hands.,positive
id_968,smartphone,支持分屏和浮窗，操作效率高。,Split screen and floating windows boost multitasking.,positive
id_969,tablet,没有App配套，设置项很少。,No companion app—very limited settings.,negative
id_970,headphone,解锁动画略卡顿，希望系统能再流畅些。,Unlock animation stutters a bit—could be smoother.,neutral
id_971,smartphone,看4K视频不卡顿，画质非常棒。,4K videos play flawlessly—gorgeous quality.,positive
id_972,smartphone,麦克风降噪不够，会议时有点杂音。,Mic noise cancellation isn’t great—background noise gets through.,negative
id_973,tablet,屏幕亮度足够，户外也看得清。,Bright screen—easy to read even in sunlight.,positive
id_974,tablet,外壳有点滑手，建议配套保护套。,The back is slippery—use a case for better grip.,neutral
id_975,smartphone,耳机体积小，放口袋完全没问题。,Super compact—fits in my pocket with no problem.,positive
id_976,tablet,支持Wi-Fi 6，上网速度飞快。,Wi-Fi 6 support—super fast internet.,positive
id_977,tablet,兼容办公软件，文档编辑也流畅。,Runs office apps smoothly—great for editing docs.,positive
id_978,headphone,耳机没有防水功能，下雨天不敢用。,No water resistance—not safe to use in rain.,negative
id_979,smartphone,边框不割手，手感圆润舒适。,Rounded edges feel smooth—not sharp at all.,positive
id_980,tablet,屏幕稍微偏暖，看久了不累眼。,Slightly warm display—easier on the eyes.,positive
id_981,headphone,耳机蓝牙范围一般，隔墙就断。,Bluetooth range is weak—disconnects through walls.,negative
id_982,smartphone,开箱就贴好膜了，挺贴心。,Comes with screen protector pre-applied—nice touch.,positive
id_983,tablet,屏幕尺寸刚好，拿着不觉得大。,Perfect screen size—not too bulky to hold.,positive
id_984,headphone,音质清晰，中频人声特别好听。,Crystal clear mids—vocals sound amazing.,positive
id_985,headphone,摄像头夜拍不如预期，细节丢失多。,Low-light photos are underwhelming—lots of detail lost.,negative
id_986,tablet,边框厚度适中，握持不容易误触。,Bezel size is just right—no accidental touches.,positive
id_987,headphone,耳机没有音量控制，必须用手机调。,No volume controls on the buds—have to use the phone.,negative
id_988,smartphone,信号稳定，视频通话很流畅。,Stable signal—video calls are super smooth.,positive
id_989,smartphone,没有USB-A口，有些老设备插不上。,No USB-A port—older accessories won’t work.,negative
id_990,smartphone,耳机支持双设备连接，很方便。,Supports dual pairing—super convenient.,positive
id_991,tablet,整机手感温润，边角打磨得很细。,Feels smooth all over—corners are nicely rounded.,positive
id_992,tablet,系统流畅，打开App基本无等待。,System is snappy—apps launch instantly.,positive
id_993,smartphone,耳机灯光不能关闭，晚上影响睡觉。,LED can’t be turned off—distracting at night.,negative
id_994,tablet,UI清爽，功能不杂，挺适合父母用。,Simple UI—not cluttered—great for older users.,positive
id_995,smartphone,系统主题可选项多，自定义程度高。,Lots of themes to choose from—very customizable.,positive
id_996,headphone,耳机盒支持无线充电，用起来更方便了。,The case supports wireless charging—super convenient.,positive
id_997,smartphone,解锁方式多样，指纹、面部都支持。,Multiple unlock options—supports both face and fingerprint.,positive
id_998,tablet,不支持蜂窝网络，只能连WiFi。,Wi-Fi only—no cellular version available.,negative
id_999,tablet,耳机默认音效偏低音，喜欢重低音的福音。,Default tuning favors bass—great for bass lovers.,positive
id_1000,headphone,系统更新速度快，Bug修得也勤。,Updates roll out quickly—bugs get fixed fast too.,positive
